"google.com"|"172.217.19.174"
"free-develper.ir"|"not found"
"free-developer.ir"|"88.99.79.125"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"www.google.com"|"142.250.181.68"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"m"|"not found"
"www.google.com"|"142.250.181.68"
"www.google.com"|"142.250.181.68"
"www.google.com"|"142.250.181.68"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"googel.com"|"142.250.181.132"
"googe.com"|"162.243.10.151"
"google.com"|"172.217.19.174"
"googel.com"|"142.250.181.132"
"com"|"not found"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"m"|"not found"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
"google.com"|"172.217.19.174"
